playerId,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg
2783,Max Bristow,M,Single-ply,70,65,155,215
6100,Rachel Opio,F,Raw,32,76,105,133
13413,Tracee Patterson,F,Raw,37,82,115,173
24450,Samantha Thomasson,F,Raw,18,63,130,138
14522,Brittani Stephan,F,Wraps,20,89,105,118
23362,Wynter Addams,F,Wraps,19,67,213,190
27621,Michael Howell,M,Raw,29,121,295,335
5376,Courtney Hart,M,Wraps,41,107,295,265
25539,Jeffrey Johnstone,M,Raw,32,76,155,215
7654,Shayle Dudash Williams,F,Raw,40,65,115,138
22522,Charmane Smith,F,Raw,31,101,135,183
11462,Haylee Lindquist,F,Raw,26,52,102,100
19770,Lachlan Rickards,M,Raw,22,87,210,230
25248,TJ Gerking,M,Raw,22,87,223,260
12831,Leslie Nelson,M,Single-ply,25,73,115,172
20853,Nate Wagoner,M,Wraps,24,86,228,255
4909,Rex Reguindin,M,Raw,20,89,220,245
29636,Robert Currie,M,Raw,23,95,205,273
5412,Bart Moffitt,M,Raw,26,99,183,195
29146,Andrew King,M,Wraps,19,147,295,273
11417,Sam Bowles,M,Wraps,22,67,150,204
27984,Theresa Hayes,F,Raw,32,97,130,143
17893,Marcus Midkiff,M,Wraps,31,75,168,231
29186,William Moore,M,Wraps,35,78,166,206
9806,Chiaki Takada,F,Raw,51,46,78,105
4230,Don McKinney,M,Raw,55,120,230,245
18242,Stephanie Cantrell,F,Raw,39,83,135,178
7019,Corey Fleagle,M,Wraps,31,89,248,298
27212,Chip Holston,M,Raw,42,98,260,273
29843,Daria Vakhrameeva,F,Single-ply,16,60,168,145
17102,Ross Buckwalter,M,Raw,28,93,230,273
28750,Neil Shah,M,Raw,24,80,153,218
9851,Charlie Krause,M,Wraps,57,134,183,215
23392,Corey Mueller,F,Raw,25,60,113,150
18879,Nygil Chamber,M,Raw,36,128,193,210
11443,Nadia Renee,F,Raw,34,56,118,135
5992,Roy Hegge,M,Raw,63,97,165,190
26525,Allie Perry,F,Raw,17,93,125,123
1579,Logan Rogers,M,Single-ply,19,92,285,288
19297,Melissa Wakefield,F,Raw,28,75,118,165
2968,Xiang-Ting Fu,M,Raw,22,87,183,243
16119,Jaimie Clarke,M,Raw,32,58,85,160
22607,Andrey Kirindyasov,M,Wraps,27,97,245,230
21365,Ali Gascoine,F,Raw,53,50,90,156
14848,Arturs Paikis,M,Raw,26,104,250,290
967,Anthony Diez,M,Raw,19,89,-198,240
5547,Kelly Tinsman,F,Wraps,40,86,108,123
13373,Denny Chung,M,Single-ply,21,74,210,250
18143,Erik Røen,M,Raw,21,134,298,323
18785,Jordan Leong,M,Wraps,21,66,153,220
29185,Alfred Jong,M,Raw,32,59,173,223
14802,Mary Giffin,F,Raw,45,63,138,145
19784,Samantha Nava,F,Raw,25,55,90,133
21129,Stephanie Thies,F,Wraps,38,52,113,105
1691,Andreas Hjelmtveit,M,Single-ply,32,111,395,375
11621,Jun Furukawa,M,Raw,19,82,230,275
5293,Christian Flores,M,Single-ply,17,56,118,138
25644,Alexis Snider,F,Raw,16,58,78,100
21656,Franklin Leon,M,Single-ply,34,59,280,235
13287,Francesco Catalano,M,Wraps,22,90,234,254
658,Dallas White,M,Raw,31,72,175,220
18523,Ivan Michael Legaspi,M,Wraps,22,66,168,190
28404,Joseph Millslagle,M,Raw,31,96,200,280
26137,Shannon Kehoe,F,Wraps,22,56,103,143
4545,John Nocito,M,Single-ply,22,74,200,215
18466,Jesse Shelton,M,Raw,29,82,185,215
9037,An Vu,M,Raw,18,60,105,143
10741,Al Serna,M,Raw,23,65,168,160
4012,Andrew Loulanting,M,Raw,21,102,208,255
19398,Lacey Mesley,F,Raw,30,75,178,195
12293,Lincoln Grant,M,Wraps,30,97,255,295
549,Rebekah Fontana,F,Raw,19,50,78,100
19007,Jadynn Mendez,M,Wraps,14,65,110,138
15879,Mikayla Keeley,F,Raw,22,55,83,110
7134,Brian Irmiter,M,Wraps,27,100,238,243
3131,Alina Chashchyna,F,Raw,15,43,85,110
15970,Lindsey Pennel,F,Single-ply,17,51,98,113
6626,Brandon Davis,M,Raw,17,100,143,184
7513,Kaci Rael,F,Single-ply,15,89,115,118
14216,Ken Alexander,M,Raw,58,81,138,165
6639,Clancy Jones,M,Raw,31,136,190,240
15218,Collin Wilson,M,Raw,17,134,195,223
21166,Juliana Mazzeo,F,Raw,22,69,113,128
14711,Kevin Koch,M,Single-ply,36,161,370,290
12499,Josh Ballou,M,Raw,37,102,198,220
8903,Andrew Shuman,M,Raw,15,88,155,188
26850,Andrew Syvertsen,M,Wraps,20,86,175,203
21076,Aleksandr Kozhevnikov,M,Wraps,24,109,250,240
27537,Sarah Houhoulis,F,Raw,25,63,130,140
12801,Matt Middleton,M,Wraps,29,103,303,300
12104,Nate Bush,M,Raw,20,103,220,273
6532,Liz Gasca,F,Raw,26,64,95,108
26740,Henrique Sinihur,M,Raw,23,119,285,285
17423,Grace Matthews,F,Wraps,16,67,128,115
2167,Priscilla Ribic,F,Single-ply,43,72,225,248
6345,Gayla Channel,F,Raw,54,48,80,123
14946,Amanda Johnson,F,Raw,32,90,118,138
20032,RB Hayes,M,Raw,36,120,225,240
26676,Courtney Pascoe,F,Raw,37,72,110,138
28379,Edith Guennec,F,Raw,60,55,110,151
24576,Jeanne Hardy,F,Wraps,43,114,143,138
29870,Maria Gudsteinsdottir,F,Single-ply,44,71,180,183
28256,Lyndall Vile,F,Wraps,29,76,208,210
19213,Odell Manuel,M,Wraps,37,151,430,400
2624,Kathy Tran,F,Raw,21,55,93,113
11526,Celeste Ramazani,F,Multi-ply,32,70,113,129
29381,Mark Chieco,M,Raw,38,98,260,250
10971,Kyle DePew,M,Raw,16,110,155,205
23613,Kara Schmidt,F,Raw,39,75,118,128
17341,Andrew Parsons,M,Wraps,26,90,255,273
8603,John Roy,M,Raw,33,91,170,205
15709,Elena Hernandez,F,Raw,15,68,105,135
28512,Jenna Marcinkowski,F,Wraps,22,80,150,165
21150,Eva Whittimore,F,Wraps,36,59,118,158
26791,Katrina McIntosh,F,Raw,50,82,125,145
22600,Georgia Gillie,F,Raw,31,103,115,123
22004,Joseph Gast,M,Raw,22,81,148,228
5207,Russell Clark,M,Single-ply,54,92,280,283
23268,Brad Cikana,M,Single-ply,30,136,283,255
18698,Clifton Braun,M,Wraps,28,112,160,175
6969,Sergey Gladkikh,M,Single-ply,20,67,290,280
12139,Davy Capriles,M,Wraps,18,107,245,230
20741,Mihir Kamani,M,Raw,23,97,213,275
10952,Jessica Saywell,F,Raw,26,77,138,178
26477,Brett Carruthers,M,Wraps,29,80,195,220
8654,Fabian Oseguera,M,Wraps,17,90,120,150
11942,Nicholas Griepentrog,M,Raw,39,153,230,233
14332,Tom Kane,M,Wraps,27,118,310,305
21647,Jason Sickels,M,Raw,20,101,240,225
17804,Joe Kelty,M,Raw,56,87,150,163
20770,Thomas Arrington,M,Single-ply,75,112,185,183
11297,Spencer Westwood,M,Multi-ply,28,75,-323,250
28274,Christian Kennedy,M,Raw,29,118,218,245
4496,David Brekke,M,Single-ply,42,80,143,190
4307,Paulina Castaneda,F,Wraps,19,55,105,130
3520,Irina Minikhanova,F,Raw,20,61,120,128
20945,Dawson Hall,M,Raw,23,120,258,285
29662,Jason Cacho,M,Raw,22,66,105,175
15603,Tavita Lipine,M,Raw,60,109,300,280
18584,Tyla Hughes,F,Single-ply,24,60,115,118
19823,Ashley Orth,F,Wraps,22,59,98,128
29809,Sandy Edwards,F,Raw,24,88,100,128
2078,Tyler Trent,M,Wraps,21,82,183,213
27795,Mike Effner,M,Raw,32,92,210,230
8468,Kloie Doublin,F,Raw,18,71,169,201
2183,Aderire Fakorede,M,Raw,20,124,28,288
2675,Ian Henderson,M,Wraps,26,99,250,245
2391,Justin Hunter,M,Wraps,28,90,225,300
10791,Nick Cambero,M,Raw,25,78,220,240
2522,Melis Papila,F,Raw,29,61,123,153
23021,Channing Doyle,M,Wraps,27,95,285,305
7476,Taylor Kearns,F,Raw,15,58,80,108
25878,James Frecklington,M,Raw,22,91,230,275
24383,Natalie Osburn,F,Raw,38,80,115,128
7740,Joseph Williams,M,Raw,31,95,205,273
19780,Tim Mugglestone,M,Raw,26,91,198,218
15634,Ron Pagal,M,Single-ply,67,105,210,210
21937,Jade Dickens,F,Raw,43,111,175,170
9050,Mathew Gorle,M,Wraps,24,82,178,188
17808,Briana Duval,F,Raw,27,56,128,150
19848,Mandy Lewis,F,Raw,35,74,138,158
1222,Daryl Carlin,M,Raw,15,90,143,184
28796,Kate Hart,F,Wraps,21,75,158,168
15469,Mike Knickrehm,M,Raw,61,130,93,153
11230,Dawn Bogart,F,Wraps,42,59,136,159
12896,Nesi Laukau,F,Raw,22,71,143,150
2154,Thad Harless,M,Wraps,40,134,323,278
7259,Michael Polis,M,Wraps,23,73,152,193
29198,Danielle Crain,F,Raw,29,108,63,113
2298,Nicolas Skaarup,M,Raw,27,119,255,275
10031,Jasmine Saenz,F,Raw,25,60,135,143
1803,Manjot Jassal,M,Raw,20,92,173,230
8977,Cayley McClean,F,Raw,23,81,145,183
8350,Justin Graalfs,M,Multi-ply,33,120,478,350
11060,Sukh-Ochir Yura,M,Raw,47,93,205,263
16658,Greg Norby,M,Wraps,22,80,260,243
20661,Alex Berg,M,Raw,20,60,165,190
26827,Derek Dickinson,M,Raw,28,99,265,298
19134,Chris Boette,M,Raw,34,87,155,185
22655,Candace Lord,F,Raw,33,65,120,145
15101,Erik Zepeda,M,Raw,18,63,108,140
8899,Brad Kretch,M,Wraps,58,123,258,293
6728,Joshua Masterson,M,Raw,23,151,240,265
15427,Raynie Exum,F,Single-ply,20,81,65,118
14731,Adam Beck,M,Raw,20,64,160,175
22884,Mia Kukkonen,F,Wraps,43,58,115,135
25459,Cyndi Ambert,F,Raw,44,58,128,123
9724,Mike Tiktinsky,M,Raw,68,87,118,138
22938,Noah Ancheta,M,Raw,23,66,205,240
16306,Shelby Horton,F,Raw,26,61,100,125
205,Jan Bast,M,Single-ply,36,92,315,300
9026,Dustine Stevens,F,Wraps,44,85,105,145
27159,Josh Felix,M,Wraps,30,87,183,235
10163,Lauren Croft,F,Raw,28,61,100,105
28137,Jonathan Allen,M,Raw,25,80,133,168
16238,Karina Mariscal,F,Raw,23,56,83,105
24068,Drew Detmers,M,Wraps,24,132,238,273
13423,Michael Butler,M,Wraps,21,98,210,230
10869,Dillion Bibo,M,Wraps,22,97,250,288
3538,Amber Joy,F,Raw,40,56,83,103
20265,Elizabeth Disney,F,Raw,26,57,108,125
18907,Peter Vestas,M,Wraps,19,73,133,168
16224,Cassy Krause,F,Wraps,57,66,83,125
12267,Luke Dreier,M,Wraps,30,119,300,330
958,Jean-Paul Belmas,M,Raw,65,98,200,200
5701,Jared Theriault,M,Raw,23,79,190,213
15354,David Decouleur,M,Raw,44,82,215,265
1005,Aixa Roche,F,Raw,45,71,118,138
20697,Matthew Treherne,M,Raw,28,91,270,313
14682,Josh Goodman,M,Raw,36,109,184,227
24872,Janeth Garcia,F,Raw,23,72,85,120
18500,Aaron Morekin,M,Raw,22,81,143,163
2771,Teresa Dinh,F,Raw,22,65,90,138
109,Kimberly Daorerk,F,Wraps,31,60,120,163
6800,Ville Suominen,M,Wraps,34,108,330,320
21819,Rafael González,M,Raw,19,88,203,225
15478,Amanda Lee,F,Wraps,14,61,68,95
12099,Joseph Craft,M,Raw,27,120,258,255
18996,Brodie Besler,M,Raw,19,147,260,240
23578,Kristi Cloud,F,Raw,46,58,48,93
20398,Ann Whitmarsh,F,Raw,63,57,78,103
26077,Kimberly Mills,F,Wraps,40,105,148,170
19379,Megan Tang,F,Raw,20,51,105,145
24571,Jervis Penn,M,Raw,46,135,155,228
8109,Kevin Chou,M,Raw,23,94,260,265
2339,Chance Cianciola,M,Raw,30,81,183,240
9508,Frankie Murrieta,M,Wraps,34,67,183,215
23755,Parker Duckworth,M,Raw,27,73,165,188
20242,Nina Dilorenzo,F,Raw,26,65,110,125
29372,Sergio Guevara,M,Raw,21,93,148,220
9332,Jean-Luc Collart,M,Single-ply,53,119,350,295
19135,Zach Roberts,M,Raw,29,82,155,195
9498,Samuel Johnson,M,Single-ply,22,103,235,240
25453,Cesar Galvan,M,Raw,29,73,135,185
4197,Vanessa Hearn,F,Wraps,30,101,168,220
19651,Zdeno Briš,M,Wraps,23,74,180,220
8117,Cesar Trinidad,M,Raw,23,67,138,175
29659,Jonathan Mead,M,Raw,20,100,238,260
10852,Massimiliano Buccioni,M,Single-ply,40,83,305,290
4045,Izzy Greenblatt,F,Raw,21,82,128,158
24525,Juan Sanchez,M,Raw,26,74,190,228
14803,Zachary Rollar,M,Raw,22,80,175,213
8066,Donald Rogers,M,Raw,25,92,248,305
19910,Ja'Nae Shelton,F,Raw,27,129,138,145
24319,Cayte Bona AZ,F,Single-ply,26,66,153,158
22729,Anne Hoffman,F,Raw,56,54,98,120
24151,Yifan Yang,F,Single-ply,24,59,95,130
14709,Quinton Bagayas,M,Single-ply,29,107,288,255
27957,Colleen Castillo,F,Raw,21,85,110,140
21617,Saeid Sharifisedeh,M,Raw,29,82,240,255
15400,Steve Jellett,M,Wraps,27,90,240,255
1476,Jeny Francisco,F,Wraps,29,73,108,133
29410,Vinny Porcelli,M,Raw,20,94,173,205
5748,Marte Elverum,F,Single-ply,26,72,230,235
9264,Vicky Fox,F,Raw,49,77,75,125
19461,Albert Lopez,M,Raw,50,100,228,263
4731,Cassandra Pinto,F,Wraps,21,85,153,155
13573,Mike Mason,M,Raw,25,58,172,202
22526,Rafael Wilson,M,Raw,31,90,200,208
11711,Mikey Mitchell,M,Wraps,15,72,154,181
50,Keith Kanemoto,M,Single-ply,48,88,278,255
22325,Eric Gundrum,M,Raw,27,106,245,280
29472,Jonathan Seymour,M,Raw,51,100,228,235
15381,Kristy Kinney,F,Wraps,25,87,105,130
1686,Richard Neumann,M,Raw,61,89,148,188
3859,Anthony Brandon,M,Raw,24,97,195,228
11773,Amanda Brothers,F,Raw,25,67,90,123
4398,Josef Maier,M,Raw,26,90,190,220
7413,Qua Scott,M,Raw,28,110,255,260
25586,Nicola Frazer,F,Raw,31,45,105,118
25507,Rebecca Bruce,F,Raw,44,56,95,163
8182,Jesse Stevenson,M,Raw,25,82,178,225
12469,Riccardo Duldulao,M,Raw,24,69,168,238
21137,Ervin Gainer,M,Single-ply,34,52,190,218
23988,Stirling Mason,M,Raw,25,82,150,205
14952,James Rhoads,M,Wraps,27,98,200,238
15188,Audunn Jonsson,M,Single-ply,37,142,385,355
23746,Ruben Ramirez,M,Wraps,20,90,265,273
5404,Anthony Hobaica,M,Raw,28,81,283,296
27341,Lee Yang,M,Raw,23,66,158,163
12724,Dustin Peters,M,Single-ply,19,110,195,243
14989,Kyndall Foust,F,Single-ply,20,83,230,200
24896,Charlene Cadavis,F,Raw,30,90,-163,190
10977,Ruben Garcia,M,Wraps,24,91,213,220
3198,Brent Delgado,M,Raw,23,98,250,300
5254,Corey Deutsch,M,Raw,27,91,198,230
4224,Randy Sue,M,Raw,21,89,220,225
13238,Kim Keen,F,Raw,47,78,95,120
8715,Kimmy Brooks,F,Wraps,28,74,175,193
23920,Khalid Khalil,M,Wraps,23,97,188,238
25857,Nayell Palomino,F,Wraps,21,67,105,143
27883,Megan Smith,F,Raw,39,75,95,105
9012,Ivan Vers,M,Raw,23,63,163,195
16022,Jennifer Millican,F,Raw,34,56,175,188
4828,Scott Young,M,Wraps,40,143,249,277
4260,Chase Noll,M,Raw,33,105,208,253
5027,Eric Leitman,M,Wraps,26,94,275,288
20614,Rangimaria Brightwater-Wharf,F,Single-ply,56,61,130,160
14393,William Gogolla,M,Single-ply,19,74,220,245
21000,Hollly Sullivan,F,Raw,37,89,85,118
8583,Amanda Brothers,F,Raw,26,59,95,120
15837,Glen Pfleegor Jr,M,Wraps,18,59,91,129
16202,Christy James,F,Raw,40,86,118,170
24676,Tyler Branch,M,Wraps,22,113,240,273
11140,Cassandra Pullins,F,Raw,36,84,133,143
21862,Katie Ford,F,Single-ply,19,74,153,165
22028,Mark Danyluk,M,Raw,49,153,183,228
28036,Joel Keleher,M,Raw,26,91,165,198
24145,Gage Peterson,M,Wraps,12,75,150,148
8814,Chance Cole,M,Raw,18,85,165,195
23892,Michael Womeldorf,M,Wraps,57,96,125,155
18377,Max Bristow,M,Single-ply,73,67,100,160
7110,Howard Winegarden,M,Single-ply,51,111,213,205
22088,James Lorian,M,Raw,26,110,230,278
1223,Jennifer Morrow,F,Raw,28,61,53,83
27665,Cody Schoppe,M,Wraps,28,108,143,170
3625,Marie Metcalf,F,Raw,69,88,95,118
15910,Kieu Nguyen,F,Raw,22,51,83,140
23228,Chase Collins,M,Single-ply,24,106,-238,200
9785,Anthony Kilgore,M,Single-ply,17,90,152,193
3360,Dulce Pinell,F,Raw,34,59,93,103
12032,Benjamin Banks,M,Single-ply,24,110,300,323
10733,Tamio Yasui,M,Single-ply,73,76,145,150
21708,Carlos Ochoa,M,Raw,23,160,210,230
17918,Abia-Imo Roberts,M,Raw,34,95,138,225
10948,Kellen Tolle,M,Raw,11,48,78,108
930,Travis Hall,M,Raw,23,80,185,215
28682,Aleksandr Dushkin,M,Raw,19,67,158,165
22413,Shontelle Hellyer,F,Raw,30,82,155,163
18575,Sean Brownstein,M,Raw,26,109,293,233
11201,Stephanie Wood,F,Wraps,33,72,93,102
6002,Jordan Larson,M,Raw,22,82,178,205
17763,Manuel Montion,M,Raw,30,100,210,215
1345,Roy Taylor,M,Single-ply,66,87,143,205
982,Abraham Ramirez,M,Raw,20,73,208,235
5023,Betsy Spann,F,Single-ply,57,71,125,145
8546,Anthony Krznar,M,Raw,22,129,295,303
23219,Zachary Chokr,M,Raw,21,82,210,250
26452,Dex Nepomuceno,M,Raw,26,83,213,243
9537,Cedrick Paulli,M,Raw,18,95,170,195
3785,Justin Hunter,M,Wraps,26,89,-213,273
25990,Jan Wegiera,M,Single-ply,49,91,360,293
4752,Anne Geser,F,Raw,64,59,50,90
20179,Tyler Sahm,M,Single-ply,18,82,210,240
29306,Michael Villanueva,M,Raw,31,96,215,220
8898,Robert Johnson,M,Raw,28,164,218,200
9844,Eddie Avakoff,M,Raw,26,67,115,178
9656,Philip Sawicki,M,Raw,21,81,193,218
14826,Mike Misorski,M,Single-ply,18,110,228,208
18728,Anastasiia Nakonechna,F,Single-ply,22,52,145,140
28773,Celeste Vallejo,F,Raw,22,53,70,105
15172,Elizabeth Turner,F,Raw,21,70,138,153
22808,Kasey Pagani,F,Raw,23,67,108,138
18757,Joshua Jaggers,M,Single-ply,23,97,273,288
8395,Fred Fischer,M,Multi-ply,62,116,261,193
26381,Alexander Kish,M,Raw,22,112,195,240
10126,David Tran-Cong,M,Multi-ply,30,93,310,260
23008,Frank Oben,M,Raw,24,81,215,283
2416,Alan Aerts,M,Single-ply,51,124,140,235
27832,Carlos Vazquez,M,Wraps,31,74,100,133
18283,Jahi Jones,M,Raw,35,128,210,243
12276,Ann Vanderbush,F,Raw,30,88,188,228
10460,Jin Kim,M,Raw,21,82,203,250
23232,Rachael Johnson,F,Raw,22,62,95,145
19808,Shiv Dadlani,M,Raw,30,82,210,218
28067,Peter Li,M,Raw,24,71,215,240
7749,Victor Cabali,M,Raw,23,74,195,243
4671,Mirko Keković,M,Wraps,21,89,235,248
10029,Samantha Kroll,F,Single-ply,18,60,163,150
10810,Derek Murphy,M,Single-ply,18,59,163,173
13484,Glenn Baggett,M,Wraps,44,122,313,295
29058,Igor Shapovalov,M,Wraps,18,87,210,220
27656,Marcus Naillon,M,Raw,18,72,145,190
49,Austin Burgess,M,Single-ply,17,90,143,156
17698,Nelson Sitsile,M,Raw,23,89,233,290
26779,Victoria Nester,F,Raw,31,87,128,160
29242,Lindsey Weber,F,Wraps,41,58,100,155
26520,Melanie Bergeron,F,Raw,37,60,83,138
16153,Jennifer Higgins,F,Raw,42,59,120,145
29892,Heath Little,M,Raw,42,102,220,250
19196,Coline Sirman,F,Raw,27,47,83,115
28913,Nicole Drane,F,Single-ply,23,57,93,118
9586,Bryan Espinoza,M,Raw,22,107,220,260
8411,Desean Prosser,M,Raw,43,79,113,166
22755,Amanda Kohatsu,F,Raw,31,67,170,193
27399,Jake Grifford,M,Raw,21,111,303,325
28650,Mia Bennett,F,Raw,21,79,120,125
27783,Carys Cook,F,Raw,18,74,88,100
4323,Marvin House,M,Wraps,25,109,240,250
10760,Gerald W. Jake Burke,M,Raw,68,108,168,160
17445,Thadeus Stevenson,M,Single-ply,21,98,210,230
24179,Sam Mcinnes,M,Raw,20,78,145,200
18463,Mykola Mekh,M,Raw,67,109,175,220
25379,Ayla Thurstan,F,Raw,19,71,143,158
25823,Kirill Krut,M,Single-ply,26,58,245,248
19513,KP Musgrove,M,Wraps,41,134,230,230
9749,Louis Camassa,M,Wraps,30,89,210,248
9338,John Sailer,M,Wraps,45,94,158,165
17382,Swindell Autry,M,Single-ply,36,82,290,280
15014,Markus Suomela,M,Raw,22,103,233,313
27975,Marcus Galvan,M,Raw,33,98,163,188
24593,Gordon Santee,M,Raw,67,64,65,156
9861,Glenn Wright,M,Raw,55,66,163,195
7660,Matt Holbert,M,Raw,37,109,228,258
17610,Joe Theisen,M,Raw,52,123,204,229
25268,Charles Grimsley,M,Raw,25,133,293,315
13552,Yauheni Kautsevich,M,Raw,28,82,240,273
21731,Brooke Kelley,F,Raw,20,47,80,88
5948,Kamuela Wassman,M,Raw,25,122,228,268
19228,Shealinna Ge,F,Raw,26,64,138,133
23720,Nicole Choi,F,Raw,29,74,-110,145
15895,Carla Fink,F,Wraps,28,55,130,148
10349,Einasleigh Doughty,F,Raw,24,81,120,140
8951,Jovani Maguregui,M,Wraps,26,75,175,218
9925,Ryan Seitz,M,Raw,36,90,173,208
16435,Vicente Apodaca,M,Wraps,26,109,163,228
17505,Josephine Darpolor,F,Raw,24,119,198,210
5885,Daniel Inderwisch,M,Wraps,38,78,175,200
22789,Julian Gutierrez,M,Wraps,27,95,183,220
11557,Trent Nguyen,M,Wraps,38,75,185,225
11006,Renay Ferguson,F,Raw,35,92,100,135
1697,Sarah Yovetich,F,Raw,23,74,128,165
16316,Jeremy Helmick,M,Wraps,23,81,160,190
5751,Brandon Stout,M,Wraps,19,123,250,250
27142,Steve Heinmiller,M,Raw,26,94,225,233
8220,Guy Le Page,M,Raw,50,111,175,210
14757,William Richards,M,Raw,23,137,28,340
19907,Kenrick McClain,M,Raw,39,81,198,260
13504,Katherine Cruceta,F,Raw,31,77,120,150
1989,Alexander Karpenko,M,Raw,32,92,253,300
25313,Walter Gómez,M,Raw,27,59,180,215
24036,Brent Bevan,M,Wraps,27,89,250,245
20296,Evangeline Mouratidis,F,Raw,22,71,140,160
2439,Brian Weddick,M,Raw,27,71,150,183
26843,April Ghiroli,F,Raw,28,79,133,175
23647,John Hare,M,Multi-ply,55,87,308,260
3379,Sune Bak,M,Single-ply,42,104,333,315
19798,Gene Lawrence,M,Raw,75,108,98,143
19726,Irakli Mdivnishvili,M,Raw,32,72,200,248
20287,Austyn Ryan,M,Raw,23,104,270,275
18560,Suzanne Motsinger,F,Raw,44,65,83,113
11409,John Borek,M,Raw,51,108,205,205
3934,Dustin Farrow,M,Single-ply,36,82,265,280
16137,Ladislav Pribilik,M,Single-ply,22,74,240,255
